date_key,product_key,warehouse_key,policy_key,sku_id,warehouse,policy,on_hand_units,demand_forecast_units,demand_units,stockout,fill_rate,safety_stock_units,lead_time_days,total_cost_usd,promo_flag,holiday_flag,price_usd,weather_index,efficiency_score,cost_per_unit
20250712,7,1,2,SKU007,WH_A,minmax,0,32.96,30,1,0.033,26,9,2147.02,0,0,46.27,70.0,0.0165,2147.02
20250713,7,1,2,SKU007,WH_A,minmax,0,35.24,38,1,0.0,27,9,2555.37,0,0,42.03,69.9,0.0,2555.37
20250714,7,1,2,SKU007,WH_A,minmax,0,37.18,27,1,0.0,31,9,1854.78,0,0,42.93,69.0,0.0,1854.78
20250715,7,1,2,SKU007,WH_A,minmax,0,34.6,36,1,0.0,31,9,2410.15,0,0,41.84,66.7,0.0,2410.15
20250716,7,1,2,SKU007,WH_A,minmax,239,29.78,38,0,1.0,27,9,232.73,0,0,38.87,52.7,1.0,0.9697083333333333
20250717,7,1,2,SKU007,WH_A,minmax,206,33.89,33,0,1.0,27,9,132.41,0,0,42.85,62.0,1.0,0.6396618357487922
20250718,7,1,2,SKU007,WH_A,minmax,174,41.56,32,0,1.0,27,9,112.6,0,0,43.14,64.1,1.0,0.6434285714285713
20250719,7,1,2,SKU007,WH_A,minmax,157,23.4,17,0,1.0,25,9,104.26,0,0,44.27,68.1,1.0,0.659873417721519
20250720,7,1,2,SKU007,WH_A,minmax,129,25.92,28,0,1.0,24,9,82.47,0,0,42.62,57.1,1.0,0.6343846153846153
20250721,7,1,2,SKU007,WH_A,minmax,92,33.89,37,0,1.0,27,9,61.32,0,0,44.43,56.0,1.0,0.6593548387096774
20250722,7,1,2,SKU007,WH_A,minmax,62,32.15,30,0,1.0,28,9,36.77,0,0,39.54,60.7,1.0,0.5836507936507938
20250723,7,1,2,SKU007,WH_A,minmax,32,31.74,30,0,1.0,28,9,19.01,0,0,39.6,81.9,1.0,0.5760606060606062
20250724,7,1,2,SKU007,WH_A,minmax,12,31.65,20,0,1.0,26,9,108.94,0,0,41.59,68.6,1.0,8.379999999999999
20250725,7,1,2,SKU007,WH_A,minmax,187,28.26,29,0,1.0,26,9,117.88,0,0,42.03,72.1,1.0,0.6270212765957447
20250726,7,1,2,SKU007,WH_A,minmax,166,27.69,21,0,1.0,23,9,103.22,0,0,41.45,62.6,1.0,0.6180838323353294
20250727,7,1,2,SKU007,WH_A,minmax,145,24.43,21,0,1.0,22,9,90.5,0,0,41.61,56.8,1.0,0.6198630136986302
20250728,7,1,2,SKU007,WH_A,minmax,119,33.25,26,0,1.0,28,9,75.56,0,0,42.33,75.4,1.0,0.6296666666666667
20250729,7,1,2,SKU007,WH_A,minmax,89,25.2,30,0,1.0,26,9,56.44,0,0,42.28,60.7,1.0,0.6271111111111111
20250730,7,1,2,SKU007,WH_A,minmax,61,27.31,28,0,1.0,23,9,38.73,0,0,42.33,61.4,1.0,0.6246774193548387
20250731,7,1,2,SKU007,WH_A,minmax,44,27.92,17,0,1.0,23,9,29.98,0,0,45.43,64.5,1.0,0.6662222222222223
20250801,7,1,2,SKU007,WH_A,minmax,15,26.65,29,0,1.0,23,9,102.19,0,0,43.75,69.1,1.0,6.386875
20250802,7,1,2,SKU007,WH_A,minmax,211,21.76,31,0,1.0,22,9,141.19,0,0,44.61,71.3,1.0,0.6659905660377359
20250803,7,1,2,SKU007,WH_A,minmax,185,22.65,26,0,1.0,22,9,119.01,0,0,42.89,70.0,1.0,0.6398387096774194
20250804,7,1,2,SKU007,WH_A,minmax,147,30.82,38,0,1.0,25,9,95.85,0,0,43.47,61.2,1.0,0.647635135135135
20250805,7,1,2,SKU007,WH_A,minmax,124,26.46,23,0,1.0,24,9,78.05,0,0,41.96,54.3,1.0,0.6244
20250806,7,1,2,SKU007,WH_A,minmax,99,19.65,25,0,1.0,21,9,68.4,0,0,46.06,56.1,1.0,0.684
20250807,7,1,2,SKU007,WH_A,minmax,77,30.51,22,0,1.0,23,9,49.7,0,0,43.03,75.7,1.0,0.6371794871794872
20250808,7,1,2,SKU007,WH_A,minmax,53,27.16,24,0,1.0,22,9,121.33,0,0,41.73,60.6,1.0,2.2468518518518517
20250809,7,1,2,SKU007,WH_A,minmax,23,31.13,30,0,1.0,27,9,14.35,1,0,41.6,66.5,1.0,0.5979166666666667
20250810,7,1,2,SKU007,WH_A,minmax,200,23.07,24,0,1.0,21,9,122.68,0,0,40.89,60.6,1.0,0.6103482587064677
20250811,7,1,2,SKU007,WH_A,minmax,174,43.36,26,0,1.0,30,9,108.8,1,0,41.69,60.0,1.0,0.6217142857142857
20250812,7,1,2,SKU007,WH_A,minmax,148,26.38,26,0,1.0,24,9,100.01,0,0,45.05,57.0,1.0,0.6712080536912752
20250813,7,1,2,SKU007,WH_A,minmax,122,20.28,26,0,1.0,23,9,76.22,0,0,41.65,63.8,1.0,0.6196747967479674
20250814,7,1,2,SKU007,WH_A,minmax,96,26.39,26,0,1.0,24,9,63.67,0,0,44.22,72.5,1.0,0.6563917525773196
20250815,7,1,2,SKU007,WH_A,minmax,61,26.43,35,0,1.0,24,9,128.35,0,0,42.4,69.3,1.0,2.0701612903225803
20250816,7,1,2,SKU007,WH_A,minmax,25,20.01,36,0,1.0,22,9,17.06,0,0,45.5,62.6,1.0,0.6561538461538461
20250817,7,1,2,SKU007,WH_A,minmax,181,23.52,33,0,1.0,22,9,123.3,0,0,45.42,66.1,1.0,0.6774725274725275
20250818,7,1,2,SKU007,WH_A,minmax,152,33.16,29,0,1.0,27,9,99.9,0,0,43.81,71.4,1.0,0.6529411764705882
20250819,7,1,2,SKU007,WH_A,minmax,123,32.17,29,0,1.0,26,9,81.85,0,0,44.37,58.1,1.0,0.6600806451612903
20250820,7,1,2,SKU007,WH_A,minmax,90,27.06,33,0,1.0,25,9,60.04,0,0,44.47,63.5,1.0,0.6597802197802197
20250821,7,1,2,SKU007,WH_A,minmax,43,42.64,47,0,1.0,32,9,25.54,1,0,39.6,63.3,1.0,0.5804545454545454
20250822,7,1,2,SKU007,WH_A,minmax,25,30.19,18,0,1.0,25,9,15.95,0,0,42.53,58.5,1.0,0.6134615384615384
20250823,7,1,2,SKU007,WH_A,minmax,0,26.89,26,1,0.962,24,9,68.96,0,0,43.1,65.4,0.481,68.96
20250824,7,1,2,SKU007,WH_A,minmax,169,24.29,24,0,1.0,24,9,102.36,0,0,40.38,61.9,1.0,0.6021176470588235
20250825,7,1,2,SKU007,WH_A,minmax,131,27.62,38,0,1.0,30,9,86.32,0,0,43.93,76.1,1.0,0.6539393939393939
20250826,7,1,2,SKU007,WH_A,minmax,101,36.4,30,0,1.0,30,9,60.43,0,0,39.89,68.7,1.0,0.5924509803921568
20250827,7,1,2,SKU007,WH_A,minmax,65,33.97,36,0,1.0,27,9,195.45,0,0,42.2,59.1,1.0,2.961363636363636
20250828,7,1,2,SKU007,WH_A,minmax,43,32.95,22,0,1.0,27,9,29.02,0,0,45.0,63.1,1.0,0.6595454545454545
20250829,7,1,2,SKU007,WH_A,minmax,12,29.54,31,0,1.0,27,9,7.29,0,0,40.52,62.4,1.0,0.5607692307692308
20250830,7,1,2,SKU007,WH_A,minmax,0,26.29,28,1,0.429,25,9,1051.39,0,0,41.07,62.2,0.2145,1051.39
20250831,7,1,2,SKU007,WH_A,minmax,0,28.55,23,1,0.0,25,9,1625.62,0,0,44.17,60.6,0.0,1625.62
20250901,7,1,2,SKU007,WH_A,minmax,0,37.15,35,1,0.0,31,9,2410.29,0,0,43.04,67.5,0.0,2410.29
20250902,7,1,2,SKU007,WH_A,minmax,0,45.53,36,1,0.0,32,9,2272.97,0,0,39.46,70.1,0.0,2272.97
20250903,7,1,2,SKU007,WH_A,minmax,0,39.57,48,1,0.0,28,9,3103.2,0,0,40.41,59.3,0.0,3103.2
20250904,7,1,2,SKU007,WH_A,minmax,0,30.02,24,1,0.0,28,9,1654.26,0,0,43.08,61.6,0.0,1654.26
20250905,7,1,2,SKU007,WH_A,minmax,347,34.87,31,0,1.0,28,9,218.51,0,0,41.98,67.3,1.0,0.6279022988505747
20250906,7,1,2,SKU007,WH_A,minmax,313,26.09,34,0,1.0,27,9,216.32,0,0,46.08,68.6,1.0,0.6889171974522292
20250907,7,1,2,SKU007,WH_A,minmax,276,32.2,37,0,1.0,26,9,174.04,0,0,42.04,63.6,1.0,0.6283032490974729
20250908,7,1,2,SKU007,WH_A,minmax,243,30.54,33,0,1.0,30,9,152.28,0,0,41.78,63.7,1.0,0.6240983606557378
20250909,7,1,2,SKU007,WH_A,minmax,199,33.51,44,0,1.0,31,9,238.29,0,0,43.85,62.2,1.0,1.19145
20250910,7,1,2,SKU007,WH_A,minmax,155,32.51,44,0,1.0,30,9,104.17,0,0,44.81,74.8,1.0,0.6677564102564103
20250911,7,1,2,SKU007,WH_A,minmax,109,26.54,46,0,1.0,29,9,69.0,0,0,42.2,68.4,1.0,0.6272727272727273
20250912,7,1,2,SKU007,WH_A,minmax,70,32.43,39,0,1.0,29,9,46.55,0,0,44.33,68.5,1.0,0.6556338028169014
20250913,7,1,2,SKU007,WH_A,minmax,32,28.12,38,0,1.0,26,9,19.6,0,0,40.83,64.8,1.0,0.593939393939394
20250914,7,1,2,SKU007,WH_A,minmax,0,24.18,35,1,0.914,25,9,215.62,0,0,44.92,58.7,0.457,215.62
20250915,7,1,2,SKU007,WH_A,minmax,0,35.6,44,1,0.0,29,9,2957.85,0,0,40.71,53.4,0.0,2957.85
20250916,7,1,2,SKU007,WH_A,minmax,0,30.17,35,1,0.0,30,9,2339.4,0,0,41.78,63.4,0.0,2339.4
20250917,7,1,2,SKU007,WH_A,minmax,0,24.83,34,1,0.0,27,9,2246.17,0,0,41.29,70.2,0.0,2246.17
20250918,7,1,2,SKU007,WH_A,minmax,213,31.6,31,0,1.0,26,9,131.69,0,0,41.22,55.5,1.0,0.6153738317757009
20250919,7,1,2,SKU007,WH_A,minmax,173,31.29,40,0,1.0,27,9,96.47,0,0,37.17,62.0,1.0,0.5544252873563218
20250920,7,1,2,SKU007,WH_A,minmax,135,26.19,38,0,1.0,24,9,91.01,0,0,44.94,57.6,1.0,0.6691911764705882
20250921,7,1,2,SKU007,WH_A,minmax,111,29.13,24,0,1.0,23,9,72.39,0,0,43.48,63.6,1.0,0.6463392857142857
20250922,7,1,2,SKU007,WH_A,minmax,74,33.21,37,0,1.0,28,9,48.24,0,0,43.46,63.8,1.0,0.6432
20250923,7,1,2,SKU007,WH_A,minmax,58,38.4,16,0,1.0,28,9,123.12,0,0,41.41,67.8,1.0,2.086779661016949
20250924,7,1,2,SKU007,WH_A,minmax,234,29.63,23,0,1.0,24,9,152.19,0,0,43.36,61.3,1.0,0.6476170212765957
20250925,7,1,2,SKU007,WH_A,minmax,199,29.11,35,0,1.0,24,9,126.9,0,0,42.51,63.7,1.0,0.6345000000000001
20250926,7,1,2,SKU007,WH_A,minmax,164,33.75,35,0,1.0,30,9,97.04,1,0,39.45,61.0,1.0,0.5881212121212122
20250927,7,1,2,SKU007,WH_A,minmax,136,26.78,28,0,1.0,22,9,89.61,0,0,43.93,60.8,1.0,0.6540875912408759
20250928,7,1,2,SKU007,WH_A,minmax,105,25.15,31,0,1.0,21,9,64.3,0,0,40.83,56.2,1.0,0.6066037735849056
20250929,7,1,2,SKU007,WH_A,minmax,72,37.66,33,0,1.0,31,9,40.52,1,0,37.52,54.3,1.0,0.555068493150685
20250930,7,1,2,SKU007,WH_A,minmax,32,34.01,40,0,1.0,25,9,119.89,0,0,39.88,60.4,1.0,3.633030303030303
20251001,7,1,2,SKU007,WH_A,minmax,9,25.82,23,0,1.0,22,9,5.63,0,0,41.67,46.7,1.0,0.563
20251002,7,1,2,SKU007,WH_A,minmax,173,24.39,22,0,1.0,21,9,113.42,0,0,43.71,51.3,1.0,0.6518390804597701
20251003,7,1,2,SKU007,WH_A,minmax,151,21.73,22,0,1.0,23,9,91.83,0,0,40.54,64.9,1.0,0.6041447368421052
20251004,7,1,2,SKU007,WH_A,minmax,132,24.87,19,0,1.0,21,9,88.9,0,0,44.9,68.4,1.0,0.668421052631579
20251005,7,1,2,SKU007,WH_A,minmax,105,22.31,27,0,1.0,20,9,65.59,0,0,41.64,59.0,1.0,0.6187735849056604
20251006,7,1,2,SKU007,WH_A,minmax,84,27.42,21,0,1.0,24,9,51.83,0,0,41.14,60.9,1.0,0.6097647058823529
20251007,7,1,2,SKU007,WH_A,minmax,47,24.14,37,0,1.0,24,9,30.31,0,0,42.99,61.0,1.0,0.6314583333333333
20251008,7,1,2,SKU007,WH_A,minmax,17,27.26,30,0,1.0,21,9,103.75,0,0,44.72,56.9,1.0,5.763888888888889
20251009,7,1,2,SKU007,WH_A,minmax,215,26.92,27,0,1.0,22,9,136.42,0,0,42.3,55.3,1.0,0.6315740740740741
20251010,7,1,2,SKU007,WH_A,minmax,179,25.49,36,0,1.0,26,9,106.32,1,0,39.6,46.1,1.0,0.5906666666666667
20251011,7,1,2,SKU007,WH_A,minmax,164,20.67,15,0,1.0,20,9,100.22,0,0,40.74,47.4,1.0,0.6073939393939394
20251012,7,1,2,SKU007,WH_A,minmax,136,24.3,28,0,1.0,20,9,81.72,0,0,40.06,49.5,1.0,0.5964963503649635
20251013,7,1,2,SKU007,WH_A,minmax,100,31.15,36,0,1.0,25,9,66.83,0,0,44.55,63.4,1.0,0.6616831683168317
20251014,7,1,2,SKU007,WH_A,minmax,71,28.67,29,0,1.0,25,9,46.67,0,0,43.82,61.2,1.0,0.6481944444444445
20251015,7,1,2,SKU007,WH_A,minmax,42,30.25,29,0,1.0,22,9,26.53,0,0,42.11,55.5,1.0,0.6169767441860465
20251016,7,1,2,SKU007,WH_A,minmax,16,28.46,26,0,1.0,22,9,111.63,0,0,43.86,44.3,1.0,6.566470588235294
20251017,7,1,2,SKU007,WH_A,minmax,202,25.15,15,0,1.0,22,9,131.88,0,0,43.53,45.0,1.0,0.6496551724137931
20251018,7,1,2,SKU007,WH_A,minmax,168,27.09,34,0,1.0,22,9,109.13,0,0,43.31,55.7,1.0,0.6457396449704141
20251019,7,1,2,SKU007,WH_A,minmax,147,20.02,21,0,1.0,22,9,97.11,0,0,44.04,56.9,1.0,0.6561486486486486
20251020,7,1,2,SKU007,WH_A,minmax,118,30.38,29,0,1.0,26,9,73.32,0,0,41.42,55.0,1.0,0.6161344537815125
20251021,7,1,2,SKU007,WH_A,minmax,87,31.97,31,0,1.0,26,9,56.4,0,0,43.22,55.1,1.0,0.6409090909090909
20251022,7,1,2,SKU007,WH_A,minmax,62,33.17,25,0,1.0,25,9,38.41,0,0,41.3,52.8,1.0,0.6096825396825396
20251023,7,1,2,SKU007,WH_A,minmax,33,29.62,29,0,1.0,25,9,20.51,0,0,41.44,53.9,1.0,0.6032352941176471
20251024,7,1,2,SKU007,WH_A,minmax,5,30.03,28,0,1.0,25,9,99.09,0,0,38.6,51.2,1.0,16.515
20251025,7,1,2,SKU007,WH_A,minmax,200,37.42,31,0,1.0,25,9,127.16,0,0,42.39,64.5,1.0,0.632636815920398
20251026,7,1,2,SKU007,WH_A,minmax,172,27.24,28,0,1.0,24,9,111.63,0,0,43.27,47.0,1.0,0.6452601156069364
20251027,7,1,2,SKU007,WH_A,minmax,142,31.99,30,0,1.0,27,9,90.07,0,0,42.28,45.7,1.0,0.6298601398601398
20251028,7,1,2,SKU007,WH_A,minmax,112,25.72,30,0,1.0,27,9,72.54,0,0,43.18,44.8,1.0,0.6419469026548673
20251029,7,1,2,SKU007,WH_A,minmax,81,37.94,31,0,1.0,26,9,51.64,0,0,42.5,47.2,1.0,0.6297560975609756
20251030,7,1,2,SKU007,WH_A,minmax,42,32.91,39,0,1.0,25,9,26.08,0,0,41.39,41.2,1.0,0.6065116279069767
20251031,7,1,2,SKU007,WH_A,minmax,13,34.59,29,0,1.0,26,9,7.92,0,0,40.6,47.0,1.0,0.5657142857142857
20251101,7,1,2,SKU007,WH_A,minmax,0,27.34,37,1,0.351,24,9,1660.03,0,0,40.55,46.2,0.1755,1660.03
20251102,7,1,2,SKU007,WH_A,minmax,187,30.14,25,0,1.0,26,9,116.83,0,0,41.65,52.3,1.0,0.621436170212766
20251103,7,1,2,SKU007,WH_A,minmax,146,31.23,41,0,1.0,30,9,88.24,0,0,40.29,55.0,1.0,0.6002721088435374
20251104,7,1,2,SKU007,WH_A,minmax,103,30.54,43,0,1.0,29,9,64.22,0,0,41.57,48.5,1.0,0.6174999999999999
20251105,7,1,2,SKU007,WH_A,minmax,73,29.63,30,0,1.0,27,9,46.68,0,0,42.63,50.5,1.0,0.6308108108108108
20251106,7,1,2,SKU007,WH_A,minmax,35,38.45,38,0,1.0,27,9,21.13,0,0,40.25,52.3,1.0,0.5869444444444444
20251107,7,1,2,SKU007,WH_A,minmax,0,36.28,37,1,0.946,28,9,230.4,0,0,41.94,65.8,0.473,230.4
20251108,7,1,2,SKU007,WH_A,minmax,0,30.9,30,1,0.0,26,9,1955.43,0,0,40.74,54.9,0.0,1955.43
20251109,7,1,2,SKU007,WH_A,minmax,0,32.26,29,1,0.0,25,9,1880.62,0,0,40.53,44.6,0.0,1880.62
20251110,7,1,2,SKU007,WH_A,minmax,205,27.51,26,0,1.0,29,9,134.68,0,0,43.8,50.0,1.0,0.6537864077669904
20251111,7,1,2,SKU007,WH_A,minmax,170,40.37,35,0,1.0,30,9,101.34,0,0,39.74,55.2,1.0,0.5926315789473684
20251112,7,1,2,SKU007,WH_A,minmax,136,31.81,34,0,1.0,25,9,90.51,0,0,44.37,46.4,1.0,0.6606569343065694
20251113,7,1,2,SKU007,WH_A,minmax,114,31.99,22,0,1.0,26,9,72.21,0,0,42.23,51.4,1.0,0.6279130434782608
20251114,7,1,2,SKU007,WH_A,minmax,79,41.68,35,0,1.0,33,9,44.2,1,0,37.3,50.4,1.0,0.5525
20251115,7,1,2,SKU007,WH_A,minmax,54,17.12,25,0,1.0,22,9,37.03,0,0,45.72,43.6,1.0,0.6732727272727272
20251116,7,1,2,SKU007,WH_A,minmax,225,27.86,41,0,1.0,24,9,145.1,0,0,42.99,53.5,1.0,0.6420353982300885
20251117,7,1,2,SKU007,WH_A,minmax,197,33.46,28,0,1.0,28,9,229.3,0,0,41.01,52.5,1.0,1.158080808080808
20251118,7,1,2,SKU007,WH_A,minmax,157,26.97,40,0,1.0,27,9,102.55,0,0,43.54,50.1,1.0,0.6490506329113924
20251119,7,1,2,SKU007,WH_A,minmax,137,30.75,20,0,1.0,24,9,87.37,0,0,42.52,46.5,1.0,0.6331159420289856
20251120,7,1,2,SKU007,WH_A,minmax,110,24.69,27,0,1.0,24,9,68.61,0,0,41.58,53.9,1.0,0.6181081081081081
20251121,7,1,2,SKU007,WH_A,minmax,84,27.29,26,0,1.0,22,9,52.68,0,0,41.81,36.8,1.0,0.6197647058823529
20251122,7,1,2,SKU007,WH_A,minmax,59,32.05,25,0,1.0,22,9,36.25,0,0,40.96,45.1,1.0,0.6041666666666666
20251123,7,1,2,SKU007,WH_A,minmax,28,22.23,31,0,1.0,22,9,18.45,0,0,43.93,56.0,1.0,0.6362068965517241
20251124,7,1,2,SKU007,WH_A,minmax,0,33.25,36,1,0.778,24,9,630.68,0,0,42.17,41.2,0.389,630.68
20251125,7,1,2,SKU007,WH_A,minmax,0,24.33,22,1,0.0,24,9,1462.56,0,0,41.55,48.0,0.0,1462.56
20251126,7,1,2,SKU007,WH_A,minmax,214,22.49,32,0,1.0,23,9,140.24,0,0,43.69,52.1,1.0,0.6522790697674419
20251127,7,1,2,SKU007,WH_A,minmax,187,23.89,27,0,1.0,21,9,116.98,0,0,41.7,43.3,1.0,0.6222340425531915
20251128,7,1,2,SKU007,WH_A,minmax,154,35.63,33,0,1.0,26,9,92.11,1,0,39.87,38.9,1.0,0.5942580645161291
20251129,7,1,2,SKU007,WH_A,minmax,133,22.98,21,0,1.0,20,9,89.77,0,0,45.0,48.3,1.0,0.6699253731343283
20251130,7,1,2,SKU007,WH_A,minmax,113,23.35,20,0,1.0,20,9,72.12,0,0,42.55,51.0,1.0,0.6326315789473684
20251201,7,1,2,SKU007,WH_A,minmax,82,26.03,31,0,1.0,24,9,53.8,0,0,43.74,51.9,1.0,0.6481927710843373
20251202,7,1,2,SKU007,WH_A,minmax,56,23.15,26,0,1.0,22,9,126.94,0,0,45.76,40.3,1.0,2.227017543859649
20251203,7,1,2,SKU007,WH_A,minmax,223,21.99,30,0,1.0,21,9,131.13,0,0,39.2,43.1,1.0,0.5854017857142857
20251204,7,1,2,SKU007,WH_A,minmax,202,28.15,21,0,1.0,22,9,130.96,0,0,43.22,56.0,1.0,0.6451231527093596
20251205,7,1,2,SKU007,WH_A,minmax,171,30.2,31,0,1.0,26,9,94.32,1,0,36.77,42.7,1.0,0.5483720930232557
20251206,7,1,2,SKU007,WH_A,minmax,149,20.2,22,0,1.0,19,9,100.04,0,0,44.76,43.4,1.0,0.6669333333333334
20251207,7,1,2,SKU007,WH_A,minmax,130,26.74,19,0,1.0,19,9,89.22,0,0,45.75,47.4,1.0,0.6810687022900763
20251208,7,1,2,SKU007,WH_A,minmax,101,31.67,29,0,1.0,22,9,65.16,0,0,43.01,43.0,1.0,0.6388235294117647
20251209,7,1,2,SKU007,WH_A,minmax,79,31.71,22,0,1.0,22,9,47.05,0,0,39.7,33.2,1.0,0.588125
20251210,7,1,2,SKU007,WH_A,minmax,58,24.9,21,0,1.0,21,9,126.23,0,0,41.36,43.5,1.0,2.139491525423729
20251211,7,1,2,SKU007,WH_A,minmax,227,20.84,21,0,1.0,21,9,147.5,0,0,43.32,45.6,1.0,0.6469298245614035
20251212,7,1,2,SKU007,WH_A,minmax,199,29.74,28,0,1.0,21,9,128.66,0,0,43.1,41.1,1.0,0.6433
20251213,7,1,2,SKU007,WH_A,minmax,168,22.01,31,0,1.0,19,9,107.32,0,0,42.59,35.0,1.0,0.6350295857988165
20251214,7,1,2,SKU007,WH_A,minmax,149,22.35,19,0,1.0,19,9,96.03,0,0,42.97,37.7,1.0,0.6402
20251215,7,1,2,SKU007,WH_A,minmax,121,28.16,28,0,1.0,24,9,80.14,0,0,44.16,43.3,1.0,0.6568852459016393
20251216,7,1,2,SKU007,WH_A,minmax,101,35.08,20,0,1.0,23,9,66.8,0,0,44.09,33.6,1.0,0.6549019607843137
20251217,7,1,2,SKU007,WH_A,minmax,81,24.12,20,0,1.0,21,9,51.76,0,0,42.6,31.2,1.0,0.631219512195122
20251218,7,1,2,SKU007,WH_A,minmax,57,24.76,24,0,1.0,21,9,125.39,0,0,42.74,30.4,1.0,2.161896551724138
20251219,7,1,2,SKU007,WH_A,minmax,231,29.82,21,0,1.0,22,9,155.77,0,0,44.96,42.9,1.0,0.6714224137931035
20251220,7,1,2,SKU007,WH_A,minmax,212,19.97,19,0,1.0,20,9,130.38,0,0,41.0,30.3,1.0,0.612112676056338
20251221,7,1,2,SKU007,WH_A,minmax,185,22.73,27,0,1.0,21,9,126.14,0,0,45.45,38.4,1.0,0.6781720430107527
20251222,7,1,2,SKU007,WH_A,minmax,143,32.26,42,0,1.0,26,9,90.12,0,0,42.01,33.7,1.0,0.6258333333333334
20251223,7,1,2,SKU007,WH_A,minmax,114,28.69,29,0,1.0,26,9,69.0,0,0,40.35,35.9,1.0,0.6
20251224,7,1,2,SKU007,WH_A,minmax,79,33.11,35,0,1.0,28,9,49.88,0,1,42.09,43.1,1.0,0.6235
20251225,7,1,2,SKU007,WH_A,minmax,45,24.99,34,0,1.0,28,9,122.52,0,1,41.59,40.8,1.0,2.663478260869565
20251226,7,1,2,SKU007,WH_A,minmax,13,33.63,32,0,1.0,29,9,8.05,0,1,41.3,49.8,1.0,0.5750000000000001
20251227,7,1,2,SKU007,WH_A,minmax,173,28.58,31,0,1.0,23,9,112.11,0,0,43.2,38.0,1.0,0.6443103448275862
20251228,7,1,2,SKU007,WH_A,minmax,140,28.94,33,0,1.0,22,9,86.54,0,0,41.21,32.2,1.0,0.613758865248227
20251229,7,1,2,SKU007,WH_A,minmax,95,44.33,45,0,1.0,28,9,62.71,0,0,44.01,49.3,1.0,0.6532291666666666
20251230,7,1,2,SKU007,WH_A,minmax,60,29.49,35,0,1.0,28,9,38.99,0,0,43.32,37.7,1.0,0.6391803278688525
20251231,7,1,2,SKU007,WH_A,minmax,21,30.69,39,0,1.0,30,9,110.03,0,1,40.57,36.8,1.0,5.001363636363636
20260101,7,1,2,SKU007,WH_A,minmax,0,32.36,21,0,1.0,30,9,0.0,0,1,39.95,44.4,1.0,0.0
20260102,7,1,2,SKU007,WH_A,minmax,0,23.8,19,1,0.0,25,9,1404.6,0,0,46.2,36.6,0.0,1404.6
20260103,7,1,2,SKU007,WH_A,minmax,184,30.92,23,0,1.0,25,9,113.47,0,0,41.11,45.0,1.0,0.6133513513513513
20260104,7,1,2,SKU007,WH_A,minmax,171,23.08,13,0,1.0,22,9,118.49,0,0,46.2,30.5,1.0,0.6888953488372093
20260105,7,1,2,SKU007,WH_A,minmax,140,34.25,31,0,1.0,27,9,90.85,0,0,43.26,34.2,1.0,0.6443262411347518
20260106,7,1,2,SKU007,WH_A,minmax,113,31.37,27,0,1.0,26,9,73.66,0,0,43.46,28.2,1.0,0.6461403508771929
20260107,7,1,2,SKU007,WH_A,minmax,85,31.64,28,0,1.0,26,9,52.33,0,0,41.04,37.9,1.0,0.6084883720930232
20260108,7,1,2,SKU007,WH_A,minmax,51,26.57,34,0,1.0,24,9,31.81,0,0,41.58,27.7,1.0,0.6117307692307692
20260109,7,1,2,SKU007,WH_A,minmax,229,32.57,37,0,1.0,23,9,152.25,0,0,44.32,26.6,1.0,0.6619565217391304
20260110,7,1,2,SKU007,WH_A,minmax,200,38.51,29,0,1.0,30,9,221.16,1,0,38.04,42.7,1.0,1.1002985074626865
20260111,7,1,2,SKU007,WH_A,minmax,174,22.38,26,0,1.0,23,9,110.78,0,0,42.44,33.4,1.0,0.6330285714285714
20260112,7,1,2,SKU007,WH_A,minmax,137,35.25,37,0,1.0,26,9,87.93,0,0,42.79,38.7,1.0,0.6371739130434783
20260113,7,1,2,SKU007,WH_A,minmax,107,30.97,30,0,1.0,25,9,67.32,0,0,41.94,22.0,1.0,0.6233333333333333
20260114,7,1,2,SKU007,WH_A,minmax,85,30.63,22,0,1.0,24,9,56.1,0,0,44.0,34.3,1.0,0.6523255813953489
20260115,7,1,2,SKU007,WH_A,minmax,306,25.53,22,0,1.0,24,9,186.76,0,0,40.69,36.1,1.0,0.6083387622149837
20250511,7,2,3,SKU007,WH_B,ml_reorder,272,27.16,20,0,1.0,24,10,226.37,0,0,45.63,49.8,1.0,0.8291941391941392
20250512,7,2,3,SKU007,WH_B,ml_reorder,242,30.17,30,0,1.0,29,10,150.45,0,0,41.45,54.5,1.0,0.6191358024691358
20250513,7,2,3,SKU007,WH_B,ml_reorder,215,32.96,27,0,1.0,31,10,201.64,0,0,41.81,62.1,1.0,0.9335185185185184
20250514,7,2,3,SKU007,WH_B,ml_reorder,187,23.57,28,0,1.0,29,10,120.04,0,0,42.8,62.6,1.0,0.6385106382978724
20250515,7,2,3,SKU007,WH_B,ml_reorder,150,30.58,37,0,1.0,37,10,89.91,1,0,39.96,64.8,1.0,0.5954304635761589
20250516,7,2,3,SKU007,WH_B,ml_reorder,124,26.92,26,0,1.0,28,10,111.14,0,0,43.97,56.5,1.0,0.88912
20250517,7,2,3,SKU007,WH_B,ml_reorder,102,24.41,22,0,1.0,27,10,66.35,0,0,43.37,56.5,1.0,0.6441747572815534
20250518,7,2,3,SKU007,WH_B,ml_reorder,72,31.26,30,0,1.0,29,10,99.26,0,0,38.81,68.1,1.0,1.3597260273972605
20250519,7,2,3,SKU007,WH_B,ml_reorder,44,26.56,28,0,1.0,33,10,27.22,0,0,41.25,57.1,1.0,0.6048888888888888
